company,effective_date,location,number_of_workers
Comanche Peak Nuclear Station,10/5/2020,"Glen Rose, TX",142
The Expo Group Inc.,9/29/2020,"Irving, TX",114
Freeman Company-Davis St.,9/18/2020,"Dallas, TX",33
Freeman Audio Visual -San Antonio,9/18/2020,"San Antonio, TX",1
Freeman Company -San Antonio,9/18/2020,"San Antonio, TX",15
"Freeman Corporate, LLC",9/18/2020,"Dallas, TX",28
Freeman Digi Ventures,9/18/2020,"Dallas, TX",3
Freeman Digi Ventures-Davis St.,9/18/2020,"Dallas, TX",2
"Freeman Expositions, LLC",9/18/2020,"Dallas, TX",21
Freeman Expositions-Davis St.,9/18/2020,"Dallas, TX",20
Freeman Audio Visual,9/18/2020,"Dallas, TX",57
Freeman Company,9/18/2020,"Dallas, TX",83
Freeman Expositions,9/18/2020,"San Antonio, TX",34
Sur La Table Store 17,9/17/2020,"Houston, TX",10
P.F. Chang's -McAllen,9/17/2020,"McAllen, TX",75
P.F. Chang's -Waco,9/17/2020,"Waco, TX",75
"P.F. Chang's -Colony,TX",9/17/2020,"The Colony, TX",75
"P.F. Chang's -Allen,TX",9/17/2020,"Allen, TX",75
P.F. Chang's -Basse Rd,9/17/2020,"San Antonio, TX",75
Z Gallerie Store #68,9/4/2020,"Houston, TX",9
Z Gallerie Store #51,9/4/2020,"Dallas, TX",6
JC Penney - Plano2     (Collin Creek Mall),9/4/2020,"Plano, TX",144
SeaWorld of Texas LLC dba SeaWorld San Antonio dba Aquatica San Antonio,9/4/2020,"San Antonio, TX",242
Z Gallerie Store #17,9/4/2020,"Ft. Worth, TX",5
HPC Developer - Wild Oak Ranch Resort,9/2/2020,"San Antonio, TX",34
HV Global Mgmt Corp. - Wild Oak Ranch Resort,9/2/2020,"San Antonio, TX",66
HV Global Marketing Corp. - Wild Oak Ranch Resort,9/2/2020,"San Antonio, TX",1
Live Nation-Austin,9/1/2020,"Austin, TX",43
Live Nation-Pharr,9/1/2020,"Pharr, TX",253
Live Nation-Dallas,9/1/2020,"Dallas, TX",77
Live Nation-W Loop St,9/1/2020,"Houston, TX",51
Live Nation-Caroline St,9/1/2020,"Houston, TX",85
Avis Budget Car Rental,8/31/2020,"Austin, TX",3
Scoobeez - San Antonio,8/30/2020,"San Antonio, TX",63
Scoobeez Inc-Farmers Branch,8/28/2020,"Farmers Branch, TX",45
"Scoobeez, Inc.-Ft. Worth",8/28/2020,"Ft. Worth, TX",89
"Scoobeez, Inc.-Garland",8/28/2020,"Garland, TX",69
"Scoobeez, Inc.-Austin",8/28/2020,"Austin, TX",71
Avis Budget Car Rental-El Paso,8/28/2020,"El Paso, TX",12
"CEC Entertainment, Inc.",8/28/2020,"Irving, TX",95
SW Hotels-Westin Galleria,8/27/2020,"Dallas, TX",89
GEO Secure Services - Eagle Pass,8/27/2020,"Eagle Pass, TX",174
JW Marriot Resort and SPA - San Antonio,8/27/2020,"San Antonio, TX",461
Marriott Rivercenter Hotel,8/27/2020,"San Antonio, TX",237
Marriott Riverwalk,8/27/2020,"San Antonio, TX",45
Renaissance Dallas at Plano Legacy West Hotel,8/26/2020,"Plano, TX",66
Sheraton Gunter San Antonio,8/25/2020,"San Antonio, TX",38
Hilton-Austin,8/20/2020,"Austin, TX",77
"Exela Enterprise Solutions, LLC",8/20/2020,"Austin, TX",81
"Smith Industries, LLC",18-Aug-20,"Midland, TX",72
Rex Staffing LLC-Country Fresh Products,13-Aug-20,"Houston, TX",310
"IPIC Theaters, LLC",13-Aug-20,"Austin, TX",37
Yoga Works - Uptown,8/12/2020,"Houston, TX",24
HMS Host - San Antonio,8/12/2020,"San Antonio, TX",121
"Seadrill Americas, Inc.",8/11/2020,"Houston, TX",168
JC Penney - McAllen,8/5/2020,"McAllen, TX",137
The Briar Club,8/5/2020,"Houston, TX",23
"Expedia Group, Inc.",8/4/2020,"Dallas, TX",116
Hudson Group-Airport Mgt Services,7/31/2020,"Dallas, TX",81
Spirit,7/30/2020,"DFW Airport, TX",238
Wyndham - San Antonio,7/30/2020,"San Antonio, TX",139
"Wyndham Revere, LLC",7/29/2020,"Dallas, TX",52
CWT,7/28/2020,"San Antonio, TX",102
Wyndhgam Vacation Ownership,7/27/2020,"Austin, TX",81
Brennan's of Houston,7/27/2020,"Houston, TX",90
Hector Garza Center,7/23/2020,"San Antonio, TX",140
Hilton - Plano,7/23/2020,"Plano, TX",105
Visionworks #86,7/23/2020,"San Antonio, TX",9
Visionworks #32,7/23/2020,"Midland, TX",3
Printpack,7/21/2020,"Orange, TX",58
Sodexo - San Antonio,7/20/2020,"San Antonio, TX",319
BJ Services - San Antonio,7/19/2020,"San Antonio, TX",195
JC Penney - Lewisville,7/17/2020,"Lewisville, TX",87
Jc Penney-Dallas,7/17/2020,"Dallas, TX",89
Hilton Anatole,7/17/2020,"Dallas, TX",620
Spirit AeroSystems Inc.,7/16/2020,"San Antonio, TX",72
ASARCO- Amarillo Refinery,7/16/2020,"Amarillo, TX",213
Visionworks #262,7/16/2020,"Round Rock, TX",8
"Exterran Energy Solutions, LP - Houston",7/16/2020,"Houston, TX",174
JC Penney - Plano,7/16/2020,"Plano, TX",717
Electro Rent,7/13/2020,"Roanoke, TX",2
Basic Energy Services-Denver City,7/10/2020,"Denver City, TX",102
"Basic Energy Services - Big Spring, TX",7/10/2020,"Big Spring, TX",114
Transform SR LLC #45446,7/10/2020,"Dallas, TX",57
C. Baldwin Hotel - Curio Collection by Hilton,7/9/2020,"Houston, TX",144
Visionworks #120,7/9/2020,"Katy, TX",2
Pilot Thomas Logistics - Midland,7/9/2020,"Midland, TX",56
C. Baldwin Hotel - Curio Collection by Hilton,7/9/2020,"Houston, TX",144
Visionworks #120,7/9/2020,"Katy, TX",2
Pilot Thomas Logistics - Midland,7/9/2020,"Midland, TX",56
Dallas Fort Worth International,7/8/2020,"Dallas, TX",71
"Borusan Mannesmann Pipe U.S., Inc.",7/8/2020,"Baytown, TX",114
Transocean Deepwater Inc.- Discover Inspiration,7/7/2020,"Houston, TX",110
"GSC Wholesale, LLC dba Grocers Supply",7/3/2020,"Houston, TX",90
Brident-Westheimer Rd,02-Jul-20,"Houston, TX",6
Brident-Broadway,02-Jul-20,"Houston, TX",4
Brident-Long Point RD,02-Jul-20,"Houston, TX",3
Brident-Tidwell Rd,02-Jul-20,"Houston, TX",3
Brident-Edgebrook Dr,02-Jul-20,"Houston, TX",2
Brident-E. Fwy,02-Jul-20,"Houston, TX",2
Brident-W Camp Widsom,02-Jul-20,"Dallas, TX",4
Brident-Crosstimbers,02-Jul-20,"Houston, TX",2
Brident-Greens Rd,02-Jul-20,"Houston, TX",1
Brident-Airline Dr.,02-Jul-20,"Houston, TX",3
Brident-Gulf Fwy,02-Jul-20,"Houston, TX",5
Brident-SW Military,02-Jul-20,"San Antonio, TX",5
Brident-W. Bellfort Ave,02-Jul-20,"Houston, TX",5
Brident-8706 Fredericksburg,02-Jul-20,"San Antonio, TX",1
Brident-W Commerce,02-Jul-20,"San Antonio, TX",3
Brident-3655 Fredericksburg,02-Jul-20,"San Antonio, TX",1
Brident-2000 SE. Loop,02-Jul-20,"San Antonio, TX",1
Brident-Bellaire bBlvd,02-Jul-20,"Houston, TX",5
Electro Rent,01-Jul-20,"Roanoke, TX",3
The Lycra Co.,30-Jun-20,"La Porte, TX",79
PCC Wyman Gordon,30-Jun-20,"Houston, TX",10
Hard Rock Café-San Antonio,29-Jun-20,"San Antonio, TX",138
Spire Hospitality-Embassy Suites,26-Jun-20,"Laredo, TX",58
PV Fluid Products Inc.,25-Jun-20,"Houston, TX",113
Kimpton Hotel,25-Jun-20,"Austin, TX",180
Van Vleck Paint Shop,22-Jun-20,"Bay City, TX",10
Clute Fabrication Shop,22-Jun-20,"Clute, TX",46
Bradshaw State Jail,22-Jun-20,"Henderson, TX",229
Pounds Photo Lab,17-Jun-20,"Dallas, TX",61
Adeputs Health dba FCER Management LLC,15-Jun-20,"Irving, TX",96
Hyatt Regency DFW,15-Jun-20,"DFW Airport, TX",210
Hyatt Corp dba Miraval Austin Wellness Resort & Spa,12-Jun-20,"Austin, TX",137
Hyatt Regency - Austin,12-Jun-20,"Austin, TX",224
Grand Hyatt San Antonio,11-Jun-20,"San Antonio, TX",271
Owens-Corning - Amarillo,11-Jun-20,"Amarillo, TX",205
Hotel Contessa,11-Jun-20,"San Antonio, TX",84
Hyatt Regency - Houston,08-Jun-20,"Houston, TX",260
Ritz Carlton - Dallas,08-Jun-20,"Dallas, TX",365
"Seadrill Americas, Inc.",05-Jun-20,"Houston, TX",135
Gaylord - Grapevine,04-Jun-20,"Grapevine, TX",1426
Sound Inpatient Physicians Inc.,6/1/2020,"Westlake, TX",33
Echo Locum Tenens Inc.,6/1/2020,"Westlake, TX",13
"GE Engine Services, L.P.",6/1/2020,"McAllen, TX",257
Turner Industries-Corpus Christi,6/1/2020,"Corpus Ch, TX",40
St. Regis Houston,6/1/2020,"Houston, TX",180
Jim's Formal Wear,5/31/2020,"Seguin, TX",44
Renaissance Hotel,5/29/2020,"Austin, TX",243
Collins Aerospace,5/29/2020,"Houston, TX",144
Allied Aviation-Southlake,5/29/2020,"Southlake, TX",50
85C Bakery-Katy,5/29/2020,"Katy, TX",1
Live by Loews,5/29/2020,"Arlington, TX",153
Holiday Inn Club Vacations-Pantego,5/29/2020,"Pantego, TX",307
85 C Bakery Café,5/29/2020,"Friendswood, TX",9
Benchmark Electronics,5/28/2020,"Angleton, TX",190
ECFMG-Clinical Skills Exam,5/27/2020,"Houston, TX",103
First Texas Hospital Cy-Fair,5/26/2020,"Houston, TX",62
Sheraton Austin,5/22/2020,"Austin, TX",99
ProPetro-Coil Tubing Operations,5/22/2020,"Midland, TX",32
"Laz Parking Texas, LLC",5/22/2020,"Dallas, TX",310
The Moran at City Center,5/22/2020,"Houston, TX",47
"Texas Steel Conversion, Inc.",5/21/2020,"Houston, TX",491
Marriott City Place-Spicewood Village,5/21/2020,"Spring, TX",33
XPO Logistics-Jacomson Warehouse,5/18/2020,"Dallas, TX",243
Cactus Wellhead,5/14/2020,"Odessa, TX",14
Allied Aviation-Houston,5/14/2020,"Houston, TX",77
St Edwards University,5/14/2020,"Austin, TX",95
Hydraulic Fracturing Facility,5/12/2020,"Midland, TX",392
James Avery -Fredericksburg,5/12/2020,"Fredericksburg, TX",82
"UTLX Manufacturing, Inc.",5/11/2020,"Houston, TX",278
Saulsbury Industries-Odessa,5/7/2020,"Odessa, TX",3
"Saulsbury Industries, Inc.",5/7/2020,"Odessa, TX",12
Saulsbury Industries-Henderson,5/7/2020,"Henderson, TX",58
Southwestern & Pacific #6972,5/5/2020,"Spring, TX",1
Haliburton Energy Services-N. Sam Houston,5/4/2020,"Houston, TX",984
Outback #4424,5/4/2020,"Beaumont, TX",65
Covia-Crane,5/4/2020,"Crane, TX",23
Covia Corp-Kermit,5/4/2020,"Kermit, TX",83
Cactus Wellhead,5/1/2020,"Odessa, TX",32
US Steel Tubular Products - Hughes Springs,5/1/2020,"Hughes Springs, TX",55
Havertys Furniture-Coppell,4/30/2020,"Coppell, TX",57
Carpenter Tech-Amega West,4/30/2020,"Houston, TX",79
Halliburton,4/29/2020,"Kilgore, TX",233
Regal Cinema-Richmond,4/29/2020,"Richmond, TX",91
TechnipFMC CO. - Odessa,4/29/2020,"Odessa, TX",140
Regal Cinema-Tomball,4/29/2020,"Tomball, TX",88
Regal Cinema-Katy Frwy,4/29/2020,"Houston, TX",86
Regal Cinema-Houston,4/29/2020,"Houston, TX",82
Halliburton-Interwood,4/28/2020,"Houston, TX",9
Southwestern & Pacific #2969,4/28/2020,"Livingston, TX",1
Southwestern & Pacific #6772,4/28/2020,"Harlingen, TX",1
Easy Gardener Products Inc.,4/28/2020,"Waco, TX",50
"SW & Pacific #	6741",4/28/2020,"San Antonio, TX",1
"Jet Specialty, Inc.",4/28/2020,"Corpus Ch, TX",75
Haliburton Energy-Interwood Pkwy,4/28/2020,"Houston, TX",9
Hailburton Energy-Heathrow Forest,4/28/2020,"Houston, TX",8
"IPC Industries, LP",4/28/2020,"Santa Fe, TX",109
Southwestern & Pacific #6925,4/28/2020,"Hillsboro, TX",1
Enterprise Holdings-Airport,4/28/2020,"San Antonio, TX",135
Enterprise Holdings-Eastern St,4/28/2020,"San Antonio, TX",146
"Enterprise Holdings, LLC",4/28/2020,"San Antonio, TX",30
Outback Steakhouse #4470,4/28/2020,"El Paso, TX",59
Southwestern & Pacific #3014,4/28/2020,"Houston, TX",1
Southwestern & Pacific #6749,4/28/2020,"San Antonio, TX",1
Southwestern & Pacific #6812,4/28/2020,"Houston, TX",1
Southwestern & Pacific #6800,4/28/2020,"Humble, TX",1
Southwestern & Pacific #6787,4/28/2020,"Pasadena, TX",1
Southwestern & Pacific #6786,4/28/2020,"Houston, TX",1
Southwestern & Pacific #6851,4/28/2020,"Victoria, TX",1
Southwestern & Pacific #6915,4/28/2020,"Marshall, TX",1
Southwestern & Pacific #6884,4/28/2020,"Gun Barrel City, TX",1
Southwestern & Pacific #6757,4/28/2020,"Athens, TX",1
Southwestern & Pacific #6969,4/28/2020,"Longview, TX",1
Southwestern & Pacific #6886,4/28/2020,"Dallas, TX",1
Southwestern & Pacific   #6825,4/28/2020,"Huntsville, TX",1
Southwestern & Pacific #6979,4/28/2020,"Lake Jackson, TX",1
Southwestern & Pacific #6836,4/28/2020,"San Benito, TX",1
Southwestern & Pacific #6883,4/28/2020,"Kerrville, TX",1
Southwestern & Pacific #6829,4/28/2020,"Garland, TX",1
Southwestern & Pacific #6839,4/28/2020,"New Braunfels, TX",1
Southwestern & Pacific #6810,4/28/2020,"Brownsville, TX",1
Southwestern & Pacific #2995,4/28/2020,"Brownsville, TX",1
Southwestern & Pacific #6926,4/28/2020,"Bryan, TX",1
Southwestern & Pacific #6815,4/28/2020,"Lancaster, TX",1
Southwestern & Pacific #6761,4/28/2020,"Corpus Christi, TX",1
Southwestern & Pacific #6818,4/28/2020,"Alice, TX",1
Southwestern & Pacific #6765,4/28/2020,"Grand Prairie, TX",1
Southwestern & Pacific #6745,4/28/2020,"Mexia, TX",1
Southwestern & Pacific #6981,4/28/2020,"San Angelo, TX",1
Carrabba's #9416,4/27/2020,"Houston, TX",76
Carrabba's #9415,4/27/2020,"Houston, TX",66
Carrabba's #4407,4/27/2020,"Webster, TX",75
Carrabba's #4406,4/27/2020,"The Woodlands, TX",74
Outback #4420,4/27/2020,"Stafford, TX",70
Carrabba's #4401,4/27/2020,"Houston, TX",63
Outback #4460,4/27/2020,"Tyler, TX",74
Outback #4434,4/27/2020,"Shenandoah, TX",56
Carrabba's #4404,4/27/2020,"Sugar Land, TX",69
Carrabba's #4402,4/27/2020,"Houston, TX",62
Carrabba's #9421,4/27/2020,"Katy, TX",86
Fleming's #5403,4/27/2020,"Houston, TX",42
Fleming's #5404,4/27/2020,"The Woodlands, TX",49
Outback #4413,4/27/2020,"Houston, TX",77
Outback #4430,4/27/2020,"Baytown, TX",62
Outback #4435,4/27/2020,"Houston, TX",70
Outback #4410,4/27/2020,"Humble, TX",61
Outback #4412,4/27/2020,"Webster, TX",64
Outback #4467,4/27/2020,"Longview, TX",67
Outback #4418,4/27/2020,"College Station, TX",61
Outback #4414,4/27/2020,"Conroe, TX",57
Fleming's #5407,4/27/2020,"Houston, TX",53
Outback #4469,4/27/2020,"Killeen, TX",73
Cardone Industries-Robstown,4/27/2020,"Brownsville, TX",183
Cameron International-Corpus Christi,4/27/2020,"Corpus Ch, TX",6
Cameron International-Kennedy,4/27/2020,"Kenney, TX",45
Outback #4416,4/27/2020,"Katy, TX",79
Carrabba's #4405,4/27/2020,"San Antonio, TX",79
Outback #4423,4/27/2020,"San Antonio, TX",61
Outback #4426,4/27/2020,"San Antonio, TX",65
Outback #4442,4/27/2020,"Selma, TX",76
"Total Airport Services, LLC",4/27/2020,"Houston, TX",68
Fleming's #5402,4/27/2020,"Austin, TX",37
Outback #4425,4/27/2020,"Corpus Christi, TX",59
Outback #4422,4/27/2020,"Austin, TX",56
Outback #4433,4/27/2020,"Lufkin, TX",55
Fleming's #5405,4/27/2020,"San Antonio, TX",54
Outback #4473,4/27/2020,"San Angelo, TX",72
Carrabba's #9412,4/27/2020,"Dallas, TX",52
Outback #4453,4/27/2020,"Irving, TX",56
Outback #4428,4/27/2020,"Pasadena, TX",64
Carrabba's #4403,4/27/2020,"Austin, TX",53
Outback #4454,4/27/2020,"Mesquite, TX",57
Outback #4456,4/27/2020,"Dallas, TX",60
Outback #4458,4/27/2020,"Addison, TX",63
Outback #4476,4/27/2020,"Garland, TX",64
Fleming's #5406,4/27/2020,"Austin, TX",59
Outback #4464,4/27/2020,"Lubbock, TX",67
Outback #4457,4/27/2020,"Plano, TX",60
Outback #4461,4/27/2020,"Lewisville, TX",56
Outback #4466,4/27/2020,"Denton, TX",74
Outback #4477,4/27/2020,"Frisco, TX",82
Outback #4478,4/27/2020,"Burleson, TX",69
Outback #4471,4/27/2020,"Texarkana, TX",56
Outback #4463,4/27/2020,"Amarillo, TX",76
Outback #4429,4/27/2020,"San Marcos, TX",72
Fleming's #5408,4/27/2020,"Plano, TX",57
Outback #4441,4/27/2020,"Round Rock, TX",44
Outback #4462,4/27/2020,"Midland, TX",75
Outback #4475,4/27/2020,"DeSoto, TX",63
Carrabba's #9410,4/27/2020,"Beaumont, TX",79
Outback #4451,4/27/2020,"Fort Worth, TX",67
Outback #4452,4/27/2020,"Hurst, TX",79
Outback #4459,4/27/2020,"Arlington, TX",76
Outback #4474,4/27/2020,"Abilene, TX",51
Outback #4455,4/27/2020,"Euless, TX",75
Carrabba's #9419,4/27/2020,"Hurst, TX",49
Bonefish #904,4/27/2020,"Southlake, TX",40
Carrabba's #9414,4/27/2020,"Plano, TX",43
Bonefish #912,4/27/2020,"Allen, TX",50
Core Laboratories-Owen Oil Tools,4/27/2020,"Godley, TX",244
Outback #4468,4/27/2020,"Waco, TX",62
CP Energy-N. Big Spring,4/25/2020,"Midland, TX",2
North American Dental Group - Flower Mound,4/24/2020,"Flower Mound, TX",12
Liberty Oilfield,4/24/2020,"Cibolo, TX",89
Haliburton Energy-Burleson,4/23/2020,"Burleson, TX",36
Go Rentals,4/23/2020,"Houston, TX",4
Signal Peak Silica -Poteet,4/23/2020,"Poteet, TX",72
Go Rentals - Austin,4/23/2020,"Austin, TX",7
Go Rentals - Atlantic,4/23/2020,"Addison, TX",1
CP Energy-S County Rd 1200,4/23/2020,"Midland, TX",15
CP Energy-Hwy 285,4/23/2020,"Midland, TX",9
Go Rentals - Monroe Rd,4/23/2020,"Houston, TX",1
Go Rentals - Westgrove,4/23/2020,"Addison, TX",4
Nextier Completion-Robston,4/23/2020,"Robstown, TX",82
Go Rentals - McKinney,4/23/2020,"McKinney, TX",1
Go Rentals - Ft. Worth,4/23/2020,"Ft. Worth, TX",4
"Magic Leap, LLc",4/22/2020,"McKinney, TX",8
ATCO Structures,4/22/2020,"Diboll, TX",90
Pappas Seafood House (Aldine Bender),4/22/2020,"Houston, TX",113
"Magic Leap, LLC-Austin",4/22/2020,"Austin, TX",15
Cactus Wellhead,4/22/2020,"Odessa, TX",184
Southwestern & Pacific #6736,4/21/2020,"San Antonio, TX",1
Epi Breads,4/21/2020,"Dallas, TX",238
"Energy Transfer, LP-SEC Energy Products",4/21/2020,"Houston, TX",95
Enterprise Offshore-White Fleet Drilling,4/21/2020,"Houston, TX",76
Hilton Garden Inn-Willowbrook,4/20/2020,"Houston, TX",44
Haliburton Energy Services-Monahans,4/20/2020,"Monahans, TX",15
"Applied Aerodynamics, Inc.",4/20/2020,"Dallas, TX",25
US Silica-Lamesa,4/20/2020,"Lamesa, TX",49
ProPetro-Coil Tubing Operations,4/17/2020,"Midland, TX",18
Capital Sand Permian,4/17/2020,"Monahans, TX",36
National Oilwell - Pampa,4/17/2020,"Pampa, TX",91
Pappas Bar-B-Q 11,4/16/2020,"Conroe, TX",29
Discovery Natural Resources,4/16/2020,"Barnhart, TX",36
Vroom-Meadows Place,4/16/2020,"Sugar Land, TX",136
Discovery Natual Resources- Ozona,4/16/2020,"Ozona, TX",4
ProPetro-Hydraulic Fracturing,4/16/2020,"Midfield, TX",566
"Black Mountain Management, LLC",4/16/2020,"Ft. Worth, TX",87
Electro Rent,4/16/2020,"Roanoke, TX",7
Chalk Montain Services of Texas LLC - Pleasanton,4/15/2020,"Pleasanton, TX",14
CalFrac Well Services,4/15/2020,"San Antonio, TX",134
Ahern Rentals,4/15/2020,"Odessa, TX",3
Baker Hughes-Houston,4/15/2020,"Houston, TX",184
Shawcor Pipe Protection,4/15/2020,"Pearland, TX",65
Diamond Offshore Drilling Corporate,4/15/2020,"Houston, TX",102
NexTier Completion Solutions Inc. - Onyx Dr,4/14/2020,"Midland, TX",60
NexTier Completion Solutions Inc. - FM 1788,4/14/2020,"Midland, TX",133
NexTier Completion Solutions Inc. - E IH 20,4/14/2020,"Midland, TX",58
NexTier Completion Solutions Inc. - Pecos,4/14/2020,"Pecos, TX",49
NexTier Completion Solutions Inc. - Odessa,4/14/2020,"Odessa, TX",197
Paul Martin's American Grill,4/14/2020,"Austin, TX",81
NexTier Completion Solutions Inc. - Westpark Dr.,4/14/2020,"Houston, TX",85
NexTier Completion Solutions Inc.- Rogerdale,4/14/2020,"Houston, TX",196
Titan Production Equipment-Alleyton,4/14/2020,"Alleyton, TX",56
"Titan Production Equipment, LLC",4/14/2020,"Woodlands, TX",10
NexTier Completion Solutions Inc.,4/14/2020,"Pleasanton, TX",64
Pappasito's 04,4/14/2020,"Webster, TX",142
FTS International Services-Longview,4/14/2020,"Longview, TX",58
"Sun Coast Resources, Inc.",4/14/2020,"Midland, TX",50
Vroom-Houston,4/14/2020,"Houston, TX",36
Vroom-Stafford,4/14/2020,"Stafford, TX",59
Pier 1 Imports - Tarrant,4/14/2020,"Ft. Worth, TX",585
Pier 1 Imports-Mansfield,4/14/2020,"Mansfield, TX",67
Signal Peak Silica,4/14/2020,"Monahans, TX",37
Signing Day One-D1 Training,4/13/2020,"Boerne, TX",3
At Home Corporate,4/13/2020,"Plano, TX",147
Take 5 Department 199,4/13/2020,"San Antonio, TX",7
US Silica-Sandbox Logistics,4/13/2020,"Midland, TX",105
Take 5 Department 179,4/13/2020,"San Antonio, TX",11
Beyond Finance,4/13/2020,"Houston, TX",302
America's Auto Auction Texas,4/13/2020,"Buda, TX",1
Guess?,4/13/2020,"Laredo, TX",30
Covia-Kermit,4/13/2020,"Kermit, TX",82
Dog and Pony Grill,4/13/2020,"Boerne, TX",29
Alamo Drafthouse-Corpus Christi,4/13/2020,"Corpus Ch, TX",128
Alamo Drafthouse-Laredo,4/13/2020,"Laredo, TX",112
Allied Aviation Fueling Co,4/13/2020,"San Antonio, TX",6
Yazaki North America,4/13/2020,"El Paso, TX",83
MCD Innovations,4/13/2020,"McKinney, TX",25
Pappadeaux Seafood Kitchen 33,4/13/2020,"Houston, TX",120
Willie's Grill & Icehouse - I35 South,4/10/2020,"San Antonio, TX",40
Willie's Grill & Icehouse -  College Station,4/10/2020,"College Station, TX",28
Willie's Grill & Icehouse - Conroe,4/10/2020,"Conroe, TX",51
Willie's Grill & Icehouse.,4/10/2020,"San Antonio, TX",45
Willie's Grill & Icehouse - Spring,4/10/2020,"Spring, TX",41
Willie's Grill & Icehouse - Leon Springs,4/10/2020,"Leon Springs, TX",38
Willie's Grill & Icehouse - New Braunfels,4/10/2020,"New Braunfels, TX",45
Willie's Grill &  Icehouse - North Loop,4/10/2020,"San Antonio, TX",35
Willie's Grill & Icehouse,4/10/2020,"San Antonio, TX",32
Willie's Grill & Icehouse - Katy Fwy,4/10/2020,"Houston, TX",40
Willie's Grill & Icehouse - Cypress,4/10/2020,"Cypress, TX",51
Pacific Drilling - Pacific Sharav,4/10/2020,"Houston, TX",82
Willie's Grill & Icehouse - Georgetown,4/10/2020,"Georgetown, TX",69
Hilton Garden Inn - Dallas Market Center,4/10/2020,"Dallas, TX",61
"Yazaki North America dba Elcom, Inc.",4/10/2020,"El Paso, TX",43
Willie's Grill & Icehouse - Hwy 6 N,4/10/2020,"Houston, TX",77
Willie's Grill & Icehouse - 1960 RD,4/10/2020,"Houston, TX",29
Willie's Grill & Icehouse - NW FWY,4/10/2020,"Houston, TX",35
NexTier Completion Solutions Inc. - San Angelo,4/10/2020,"San Angelo, TX",53
Willie's Grill & Icehouse - Sugar Land,4/10/2020,"Sugar Land, TX",37
Avis Budget Car Rental-Airport Blvd,4/10/2020,"Houston, TX",47
Willie's Grill & Icehouse - HWY 249,4/10/2020,"Houston, TX",39
Turner Industries-Corpus Christi,4/9/2020,"Corpus Ch, TX",40
Universal Pressure Pumping,4/9/2020,"Midland, TX",70
Black Bear Diner-Sugarland,4/9/2020,"Sugarland, TX",46
Black Bear Diner-Shenandoah,4/9/2020,"Shenandoah, TX",71
Black Bear Diner-Katy,4/9/2020,"Katy, TX",47
Black Bear Diner-Humble,4/9/2020,"Humble, TX",56
Black Bear Diner-15720 N Frwy,4/9/2020,"Houston, TX",42
Black Bear Diner-19823 NW Frwy,4/9/2020,"Houston, TX",2
Embassy Suites-Dallas Love Field,4/9/2020,"Dallas, TX",58
InterContinental Houston Medical Center,4/9/2020,"Houston, TX",75
Gristmill River Restaurant and Bar,4/9/2020,"New Braunfels, TX",305
Step Energy Services,4/9/2020,"Midland, TX",76
Capital Sand Permian,4/9/2020,"Monahans, TX",50
VSPOne Dallas,4/9/2020,"Lewisville, TX",133
Medieval Times,4/8/2020,"Dallas, TX",190
Prospect Airport Services-DFW Airport,4/8/2020,"DFW Airport, TX",201
North American Dental Group,4/7/2020,"Allen, TX",12
Universal Pressure Pumping-Pearsall,4/7/2020,"Pearsall, TX",200
North American Dental - Roanoke,4/7/2020,"Roanoke, TX",8
North American Dental - Tyler,4/7/2020,"Tyler, TX",32
"Huhtamaki, Inc.",4/7/2020,"Paris, TX",60
Halliburton-Elmendorf,4/7/2020,"Elmendorf, TX",384
Leggette & Pratt Inc.,4/7/2020,"Ennis, TX",192
El Gallo-,4/7/2020,"Houston, TX",9
Epic Piping LLC,4/7/2020,"San Marcos, TX",73
Avianca-Houston,4/7/2020,"Houston, TX",1
Avianca-DFW Airport,4/7/2020,"DFW Airport, TX",1
Frontier Enterp;rise,4/7/2020,"San Antonio, TX",1000
YMCA-San Antonio,4/7/2020,"San Antonio, TX",1679
"Exeter Finance, LLC",4/7/2020,"Irving, TX",29
ProPetro-Cement Operations Facility,4/7/2020,"Midland, TX",39
Haliburton Energy Services-Brownfield,4/6/2020,"Brownfield, TX",41
Questo Beso,4/6/2020,"Dallas, TX",42
Scholastic Book Faris-Houston,4/6/2020,"Houston, TX",86
Haliburton Energy Services-Odessa,4/6/2020,"Odessa, TX",237
Traffic Los Angeles--Joule Hotel,4/6/2020,"Dallas, TX",4
Forty Five Ten,4/6/2020,"Dallas, TX",10
Scholastic Book Fairs-Waco,4/6/2020,"Waco, TX",43
Tango Room,4/6/2020,"Dallas, TX",2
"Wheelhouse, Sassetta",4/6/2020,"Dallas, TX",82
The Porch,4/6/2020,"Dallas, TX",69
The Joule Hotel,4/6/2020,"Dallas, TX",432
Forty Five Ten-Highland Park,4/6/2020,"Dallas, TX",34
Benihana-Plano,4/6/2020,"Plano, TX",56
"Vallourec Sta, LP",4/6/2020,"Houston, TX",144
The Commisary,4/6/2020,"Dallas, TX",19
Scholastic Book Fairs-Arlington,4/6/2020,"Arlington, TX",85
Paul Martin's-Dallas,4/6/2020,"Dallas, TX",57
Ra Sushi-Austin,4/5/2020,"Austin, TX",55
Ra Sushi-Southlake,4/5/2020,"Southlake, TX",33
Benihana Las Colinas,4/5/2020,"Irving, TX",53
Benihana Dallas,4/5/2020,"Dallas, TX",72
Ra Sushi-Houston,4/5/2020,"Houston, TX",67
